Length,Width,Inductance,Peak Q,Peak Q Freq,SRF
80,2.0,62.04639216400786,109.33093975400992,147.5325683192943,
80,2.5,60.48049221593607,119.31820341394726,142.02440786500708,
80,3.0,58.012130816308115,102.24269899691865,152.74011199169007,
80,3.5,58.02553211513015,106.54115109949885,151.7821746433866,
80,4.0,54.11826319506539,111.43611157882015,141.85209601807358,
80,4.5,56.42314620219939,119.72954210962376,138.76646554472802,
80,5.0,55.11074007685957,124.76812760869264,132.26735624927022,
80,5.5,50.12109824088269,128.1980848539147,132.40718458415762,
80,6.0,51.30318082828659,121.99764836572368,131.22731814792948,
80,6.5,50.82202628276221,130.7963212205895,125.71336952127871,
80,7.0,48.61555316148661,133.8004960053097,129.01615353929952,
80,7.5,49.317093473713996,134.45279263824776,126.62224301777152,
80,8.0,48.03816705670214,127.32352892621321,128.28217151659808,
80,8.5,46.820694170453216,128.98102357543897,117.4667585781973,
80,9.0,47.916187509156,136.58399460345865,120.79885837836548,
80,9.5,44.394613933516595,130.27906098957527,112.48593359165812,
80,10.0,45.49291671832154,135.21372726781283,117.82215893661846,
80,10.5,43.8265438339921,135.17756257105557,113.63408700654537,
80,11.0,43.48872839291232,136.6220284132656,110.29302444377022,
80,11.5,44.41751519316446,132.99093623758216,114.77792065281304,
80,12.0,42.398270859572385,145.92764364488195,111.77777066100055,
85,2.0,66.74488360102993,99.06559922936637,149.00250690340957,
85,2.5,67.09403650163303,108.53888874428752,140.0957011000838,
85,3.0,63.60769334838392,100.45039007729389,141.39395062766943,
85,3.5,59.33860113378027,98.43888431091749,135.68187648443077,
85,4.0,62.3181771270138,104.77902886315799,138.39455726920568,
85,4.5,56.74544091635314,104.93368191961493,128.20379039889724,
85,5.0,58.113924328322774,113.48023115711463,128.26524317616992,
85,5.5,53.853681321427224,120.06076146984736,122.1793990943328,
85,6.0,55.12573153956554,122.34414593411842,124.36413764919094,
85,6.5,51.92660529756844,118.90714625513509,121.61398307262483,
