Option,Rin,Size,NF,Gain,S11,BW,Input_TLine_Imp,Input_TLine_Len,Input_L,Input_L_Q,Input_L_SRF,Input_L_Geom,Output_L,Output_L_Q,Output_L_SRF,Output_L_Geom,Degen_L,Degen_L_Q,Degen_L_SRF,Degen_L_Geom,DC_Power,CPWD_Length,CPWD_Width,CPWD_Gap,CLoad,Inter_ind_L,Inter_ind_Q,Inter_ind_SRF,Inter_cap,_PWR_mW,_BW_GHz,Score
M,52,14*1um/60nm,3.551809106984347,11.205503846936228,-22.1570653297969,1977653129.3380682,18.0,0.03158166712496977,569.3917207698603,17.504660386869276,67.04851140922794,[15.     3.5    2.875  3.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],58.54034036044167,15,0,"[0, 0, 0, 0]",2.24mW,60.64,9.472,3.901,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999997.697765
N,53,14*1um/60nm,3.3933631491334078,11.12277858727633,-11.437090312398164,1977653129.3380682,18.0,0.03410820049496736,563.265729586416,17.271130835421094,55.44126811518006,[15.     3.5    2.125  3.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],60.46373660532769,15,0,"[0, 0, 0, 0]",2.24mW,60.83,9.478,3.902,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999996.560448
O,54,14*1um/60nm,3.414676054205703,11.041599685054535,-13.482440758011148,1977653129.3380682,18.0,0.03410820049496736,562.1287192288759,16.378095884435034,57.61288745484607,[15.   3.5  2.   3. ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],62.387961193928064,15,0,"[0, 0, 0, 0]",2.24mW,60.83,9.478,3.902,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999996.9942775
P,55,14*1um/60nm,3.4034131531107263,10.961910388341781,-13.819473388702225,1977653129.3380682,18.0,0.03410820049496736,562.1287192288759,16.378095884435034,57.61288745484607,[15.   3.5  2.   3. ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],64.31304119496998,15,0,"[0, 0, 0, 0]",2.24mW,60.83,9.478,3.902,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999997.1703842
Q,56,14*1um/60nm,3.6405837825700753,10.883657013222216,-17.566052886134727,1977653129.3380682,18.0,0.032844933809968564,557.2207102787509,13.307172172515195,60.63915338739578,[30.  3.  4.  2.],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],66.23900375634592,15,0,"[0, 0, 0, 0]",2.24mW,60.83,9.478,3.902,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999998.772234
R,57,14*1um/60nm,3.6274226931252977,10.806788726559306,-18.096940107062338,1977653129.3380682,18.0,0.032844933809968564,557.2207102787509,13.307172172515195,60.63915338739578,[30.  3.  4.  2.],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],68.16587610775875,15,0,"[0, 0, 0, 0]",2.24mW,60.83,9.478,3.902,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999998.941353
S,58,14*1um/60nm,3.450882330928426,10.731257347654847,-27.18782329850576,1977653129.3380682,18.0,0.030318400439970986,553.0675833108513,17.042810802781993,65.69647362642196,[15.     3.5    3.375  3.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],70.09368556338701,15,0,"[0, 0, 0, 0]",2.24mW,60.64,9.472,3.901,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999998.734054
T,59,14*1um/60nm,3.441559032453068,10.65701716686278,-25.91713661550097,1977653129.3380682,18.0,0.02905513375497219,553.0675833108513,17.042810802781993,65.69647362642196,[15.     3.5    3.375  3.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],72.02245952457109,15,0,"[0, 0, 0, 0]",2.24mW,60.33,9.475,3.917,91.82469338808819,0,0,0,0,2.24,1.9776531293380681,1999999998.820774
U,50,15*1um/60nm,3.5475006621991216,11.375837239924032,-18.260174991272738,1977653129.3380682,18.0,0.03537146717996615,525.9916541276996,13.888457754215771,61.53045632842969,[30.    4.    2.75  2.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],57.458977658930706,15,0,"[0, 0, 0, 0]",2.4mW,60.99,9.472,3.883,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.0116355
V,51,15*1um/60nm,3.5047795235703227,11.289835522304855,-18.535889097330156,1977653129.3380682,18.0,0.03537146717996615,525.2576429704063,16.993551181087636,61.19488359810041,[30.     5.     2.875  2.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],59.38371853903433,15,0,"[0, 0, 0, 0]",2.4mW,60.99,9.472,3.883,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.0432088
W,52,15*1um/60nm,3.5594817095230353,11.205503846936228,-16.622929104637198,1977653129.3380682,18.0,0.03537146717996615,523.753499065742,13.890424085718209,59.08542797700432,[30.     3.     3.875  2.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],61.30939462242521,15,0,"[0, 0, 0, 0]",2.4mW,60.99,9.472,3.883,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.4457192
X,53,15*1um/60nm,3.3303418821521458,11.12277858727633,-26.97606492267491,1977653129.3380682,18.0,0.03158166712496977,516.7221169881492,16.4218107414626,67.56012554711755,[15.    3.    2.75  3.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],63.236037137227754,15,0,"[0, 0, 0, 0]",2.4mW,60.64,9.472,3.901,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.059365
Y,54,15*1um/60nm,3.3214508082698186,11.041599685054535,-28.181768953032073,1977653129.3380682,18.0,0.03158166712496977,516.7221169881492,16.4218107414626,67.56012554711755,[15.    3.    2.75  3.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],65.1636774145292,15,0,"[0, 0, 0, 0]",2.4mW,60.64,9.472,3.901,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.2970564
Z,55,15*1um/60nm,3.3134713907579343,10.961910388341781,-25.77878244818987,1977653129.3380682,18.0,0.030318400439970986,516.7221169881492,16.4218107414626,67.56012554711755,[15.    3.    2.75  3.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],67.09234689191254,15,0,"[0, 0, 0, 0]",2.4mW,60.64,9.472,3.901,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.3457782
[,56,15*1um/60nm,3.3063588246531594,10.883657013222216,-26.54727357991606,1977653129.3380682,18.0,0.030318400439970986,516.7221169881492,16.4218107414626,67.56012554711755,[15.    3.    2.75  3.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],69.0220771170197,15,0,"[0, 0, 0, 0]",2.4mW,60.64,9.472,3.901,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999997.561562
\,57,15*1um/60nm,3.386410807924231,10.806788726559306,-26.63244996119434,1977653129.3380682,18.0,0.03158166712496977,514.7314431004946,16.418310156991552,63.86176215457427,[30.   3.5  2.   2. ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],70.95289975114618,15,0,"[0, 0, 0, 0]",2.4mW,60.64,9.472,3.901,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999998.176478
],58,15*1um/60nm,3.3465501133939632,10.731257347654847,-27.180858972673526,1977653129.3380682,18.0,0.032844933809968564,511.12801800592655,16.323377244167308,62.12218541675611,[30.    4.    3.25  2.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],72.88484657286806,15,0,"[0, 0, 0, 0]",2.4mW,60.83,9.478,3.902,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999998.2085109
^,59,15*1um/60nm,3.3409746498654904,10.65701716686278,-29.04605790826297,1977653129.3380682,18.0,0.032844933809968564,511.12801800592655,16.323377244167308,62.12218541675611,[30.    4.    3.25  2.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],74.81794948170281,15,0,"[0, 0, 0, 0]",2.4mW,60.83,9.478,3.902,90.72469338808818,0,0,0,0,2.4,1.9776531293380681,1999999998.4788013
_,50,17*1um/60nm,3.2815567933654877,11.375837239924032,-20.941236871727664,1977653129.3380682,18.0,0.03410820049496736,453.9685960640223,17.456243545779923,67.73024734123612,[25.    3.5   3.75  2.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],62.03750194276776,15,0,"[0, 0, 0, 0]",2.72mW,60.83,9.478,3.902,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999995.8137696
`,51,17*1um/60nm,3.2290760861002736,11.289835522304855,-18.43257461792011,1977653129.3380682,18.0,0.03158166712496977,450.98168282003223,19.194620858088953,69.84062348267236,[25.   4.5  4.   2. ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],63.969146244803355,15,0,"[0, 0, 0, 0]",2.72mW,60.64,9.472,3.901,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999995.6499734
a,52,17*1um/60nm,3.2239861734402404,11.205503846936228,-17.889693766972265,1977653129.3380682,18.0,0.030318400439970986,450.98168282003223,19.194620858088953,69.84062348267236,[25.   4.5  4.   2. ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],65.90209354050532,15,0,"[0, 0, 0, 0]",2.72mW,60.64,9.472,3.901,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999995.8234684
b,53,17*1um/60nm,3.3880164811476474,11.12277858727633,-16.646263089907805,1977653129.3380682,18.0,0.0277918670699734,448.6677720269005,14.998266741406892,71.17821781523956,[25.   4.5  3.5  2. ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],67.83638494166979,15,0,"[0, 0, 0, 0]",2.72mW,60.33,9.475,3.917,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999996.8071337
c,54,17*1um/60nm,3.3541486172023083,11.041599685054535,-17.8187736121004,1977653129.3380682,18.0,0.030318400439970986,446.37640980068426,17.770759774684624,68.40645135292267,[25.  6.  3.  2.],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],69.77206174659767,15,0,"[0, 0, 0, 0]",2.72mW,60.64,9.472,3.901,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999996.917356
d,55,17*1um/60nm,3.247652426646967,10.961910388341781,-21.460341412917167,1977653129.3380682,18.0,0.03410820049496736,445.47410660040043,17.206444498130725,63.35347187870385,[25.    5.    3.25  2.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],71.70916544631235,15,0,"[0, 0, 0, 0]",2.72mW,60.83,9.478,3.902,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999996.7876496
e,56,17*1um/60nm,3.227060318528343,10.883657013222216,-17.631789111519744,1977653129.3380682,18.0,0.030318400439970986,439.539196643066,17.435022048634515,66.19097274638003,[27.5    3.     3.875  2.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],73.647737730849,15,0,"[0, 0, 0, 0]",2.72mW,60.64,9.472,3.901,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999996.6941323
f,57,17*1um/60nm,3.225760753953908,10.806788726559306,-17.61607779528005,1977653129.3380682,18.0,0.030318400439970986,439.539196643066,17.435022048634515,66.19097274638003,[27.5    3.     3.875  2.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],75.5878204956185,15,0,"[0, 0, 0, 0]",2.72mW,60.64,9.472,3.901,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999996.89425
g,58,17*1um/60nm,3.2247585960497647,10.731257347654847,-17.111530791180545,1977653129.3380682,18.0,0.02905513375497219,439.539196643066,17.435022048634515,66.19097274638003,[27.5    3.     3.875  2.   ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],77.52945584784857,15,0,"[0, 0, 0, 0]",2.72mW,60.33,9.475,3.917,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999997.066581
h,59,17*1um/60nm,3.185870362068565,10.65701716686278,-14.521149731552416,1977653129.3380682,18.0,0.020212266959980654,434.25511196655987,18.55685387562131,72.13279766653758,[25.    4.5   3.25  2.  ],106.73802872947334,25.44062923480268,127.4844387917484,[30.  6.  2.  1.],79.47268611310479,15,0,"[0, 0, 0, 0]",2.72mW,60.05,9.475,3.92,88.5246933880882,0,0,0,0,2.72,1.9776531293380681,1999999996.9351664
i,50,23*1um/60nm,3.108261077191572,10.983225090822648,-10.06172571141336,2133623907.9599586,18.0,0.012632666849987909,311.8515657333883,22.11876013403012,78.19340695529297,[17.5   5.5   3.75  2.  ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],71.21433196247638,15,0,"[0, 0, 0, 0]",3.68mW,59.36,9.474,3.942,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999995.2738059
j,51,23*1um/60nm,3.1200144624336374,10.897223373203474,-10.033434869651913,2133623907.9599586,18.0,0.0012632666849987908,307.94572123928094,21.289457702571603,81.99366911768436,[17.5    6.     3.375  2.   ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],73.17553189145123,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999995.5636206
k,52,23*1um/60nm,3.12884984207312,10.812891697834846,-10.14325295291188,2133623907.9599586,18.0,0.0,307.94572123928094,21.289457702571603,81.99366911768436,[17.5    6.     3.375  2.   ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],75.13954171598884,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999995.8414927
l,53,23*1um/60nm,3.264897452807554,10.730166438174946,-11.319546031654536,2133623907.9599586,18.0,0.0,306.50610848932547,15.24392061580204,87.04389515649808,[57.5  3.5  2.   1. ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],77.10644479958735,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999996.8113916
o,56,23*1um/60nm,3.1484375084477243,10.491044864120834,-10.742138136864387,2133623907.9599586,18.0,0.0,299.6384369882695,17.27713350940094,81.01374813313406,[17.5    3.5    3.875  2.   ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],83.0253590870802,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999996.8402817
p,57,23*1um/60nm,3.163823308546172,10.414176577457921,-12.158264670260754,2133623907.9599586,18.0,0.0,296.47605792965055,18.568121581243144,86.66144548323588,[17.5  4.5  4.   2. ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],85.00468482963382,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999997.1995924
q,58,23*1um/60nm,3.1761014932538267,10.338645198553465,-12.399616266075832,2133623907.9599586,18.0,0.0,296.47605792965055,18.568121581243144,86.66144548323588,[17.5  4.5  4.   2. ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],86.98733288151952,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999997.4779491
r,59,23*1um/60nm,3.1359959428933997,10.264405017761394,-11.222893496819621,2133623907.9599586,18.0,0.0,293.98591834131616,22.57215850242224,80.72056814352499,[17.5    3.5    2.125  2.   ],105.20241542782975,26.308199725764283,146.50708057949916,[25.    3.5   2.25  1.  ],88.97339169651377,15,0,"[0, 0, 0, 0]",3.68mW,59.03,9.48,3.943,86.06078032804325,0,0,0,0,3.68,2.1336239079599584,1999999997.414656
s,50,24*1um/60nm,3.0496229215682797,11.103214902723282,-10.033191448245848,2002018180.6412187,18.0,0.011369400164989118,293.98591834131616,22.57215850242224,80.72056814352499,[17.5    3.5    2.125  2.   ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],72.33634322791497,15,0,"[0, 0, 0, 0]",3.84mW,59.36,9.474,3.942,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999994.7848668
t,51,24*1um/60nm,3.0607114114447995,11.017213185104106,-10.006641917346801,2002018180.6412187,18.0,0.0063163334249939545,293.98591834131616,22.57215850242224,80.72056814352499,[17.5    3.5    2.125  2.   ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],74.30382251291705,15,0,"[0, 0, 0, 0]",3.84mW,59.24,9.478,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999995.0714262
u,52,24*1um/60nm,3.095811989342263,10.932881509735479,-10.017823640463392,2002018180.6412187,18.0,0.005053066739995163,288.8273059711756,20.973819039654977,80.47648501010696,[17.5  4.5  3.5  2. ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],76.27442785545749,15,0,"[0, 0, 0, 0]",3.84mW,59.24,9.478,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999995.476329
v,53,24*1um/60nm,3.1073615198470312,10.85015625007558,-10.0300895182183,2002018180.6412187,18.0,0.0012632666849987908,288.8273059711756,20.973819039654977,80.47648501010696,[17.5  4.5  3.5  2. ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],78.24825196598493,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999995.7584038
w,54,24*1um/60nm,3.119722897581301,10.768977347853784,-10.156542835657236,2002018180.6412187,18.0,0.0,288.8273059711756,20.973819039654977,80.47648501010696,[17.5  4.5  3.5  2. ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],80.22538851019262,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999996.0463886
x,55,24*1um/60nm,3.1924760309202114,10.689288051141032,-11.13509694013179,2002018180.6412187,18.0,0.0,285.28813586625614,19.028847585806176,84.45692403535159,[60.    4.5   2.25  1.  ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],82.20593214260315,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999996.6791015
y,56,24*1um/60nm,3.174123248917367,10.611034676021466,-10.012905415848687,2002018180.6412187,18.0,0.0,283.4888045069736,16.602123331948246,78.22067556231643,[52.5   3.    2.25  1.  ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],84.18997854097013,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999996.7390018
z,57,24*1um/60nm,3.187257981672264,10.534166389358557,-11.491782958465592,2002018180.6412187,18.0,0.0,280.8835409362525,19.537030043661606,84.35039548140485,[15.     6.     3.875  2.   ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],86.17762444153227,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999997.090277
{,58,24*1um/60nm,3.17140777728925,10.458635010454099,-11.141765016955251,2002018180.6412187,18.0,0.0,279.6145245403974,21.15412348538367,81.93297917082589,[15.     5.5    3.375  2.   ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],88.16896767515641,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999997.1959836
|,59,24*1um/60nm,3.2160545320243115,10.384394829662028,-11.565477355190566,2002018180.6412187,18.0,0.0,276.9785299904721,16.659748153383212,83.11785297206895,[52.5    3.     2.375  1.   ],101.47868723090163,25.316020403445645,115.37493276668519,[27.5    8.5    2.125  1.   ],90.16410720440867,15,0,"[0, 0, 0, 0]",3.84mW,59.03,9.48,3.943,83.90460949965505,0,0,0,0,3.84,2.0020181806412185,1999999997.643367
